-58.290000	175.173000	-59.308000	174.685000
-61.404000	177.898000	-64.270000	178.256000
-65.717000	169.340000	-63.104000	169.030000
-59.711000	171.574000	-57.928000	170.609000
-65.902000	175.999000	-66.494000	171.532000
-57.005000	177.511000	-57.742000	177.696000
-53.579000	176.996000	-56.257000	177.045000
-56.257000	177.045000	-57.005000	177.511000
-52.786000	176.811000	-53.579000	176.996000
-56.512000	167.288000	-55.299000	167.328000
-55.304000	167.331000	-53.978000	167.332000
-58.153000	167.698000	-56.533000	167.300000
-50.937000	176.777000	-52.786000	176.811000
-49.872000	176.676000	-50.950000	176.776000
-50.557000	166.970000	-47.683000	166.948000
-47.843000	176.245000	-49.850000	176.673000
-51.688000	167.320000	-51.087000	167.237000
-47.681000	166.946000	-46.536000	166.809000
-51.088000	167.236000	-50.556000	166.965000
-47.003000	176.230000	-47.843000	176.245000
-46.540000	166.809000	-45.024000	166.799000
-38.805000	175.303000	-45.650000	176.248000
-45.632000	176.239000	-46.641000	176.167000
-46.636000	176.160000	-47.004000	176.220000
-43.602000	166.712000	-42.662000	166.665000
-41.247000	166.648000	-39.723000	166.587000
-37.329000	175.293000	-38.804000	175.321000
-39.730000	166.586000	-38.568000	166.401000
-38.104000	166.220000	-35.917000	166.033000
-34.244000	174.875000	-37.327000	175.335000
-35.927000	166.031000	-34.379000	165.653000
-38.568000	166.401000	-38.103000	166.221000
-34.381000	165.653000	-33.057000	165.596000
-32.380000	174.738000	-33.606000	175.142000
-33.057000	165.595000	-31.380000	165.257000
-28.673000	174.655000	-31.834000	174.714000
-31.385000	165.256000	-30.525000	165.238000
-33.609000	175.064000	-34.238000	174.992000
-31.834000	174.728000	-32.380000	174.738000
-25.540000	174.242000	-28.664000	174.680000
-26.961000	164.781000	-25.122000	164.744000
-23.684000	174.177000	-25.509000	174.211000
-24.732000	164.894000	-21.230000	164.362000
-27.177000	164.856000	-26.958000	164.786000
-27.692000	165.077000	-27.173000	164.850000
-20.584000	173.899000	-22.771000	174.213000
-22.771000	174.213000	-23.681000	174.093000
-25.123000	164.747000	-24.732000	164.894000
-19.444000	173.809000	-20.571000	173.984000
-19.300000	163.966000	-18.446000	164.107000
-21.224000	164.394000	-19.300000	163.966000
-13.607000	173.436000	-18.710000	173.783000
-17.611000	164.004000	-15.816000	163.971000
-18.706000	173.795000	-19.444000	173.809000
-18.450000	164.105000	-17.624000	164.028000
-12.853000	163.980000	-10.700000	163.793000
-15.817000	163.944000	-14.846000	163.927000
-14.845000	163.928000	-12.857000	163.982000
-7.915000	172.860000	-10.802000	173.172000
-10.694000	163.786000	-8.433000	163.653000
-5.091000	172.739000	-7.915000	172.866000
-6.390000	163.416000	-5.695000	163.308000
-6.869000	163.391000	-6.383000	163.416000
-3.696000	162.805000	-1.559000	162.712000
-2.745000	172.603000	-5.093000	172.647000
-5.695000	163.308000	-4.680000	162.927000
-4.680000	162.927000	-4.028000	162.915000
-1.558000	162.710000	-0.305000	162.839000
-4.028000	162.915000	-3.696000	162.805000
-0.247000	172.376000	-1.737000	172.404000
1.750000	169.081000	0.084000	169.493000
-1.735000	172.519000	-2.746000	172.537000
-0.746000	169.566000	-1.236000	169.731000
2.957000	168.767000	1.776000	169.042000
-0.305000	162.839000	0.836000	162.586000
0.836000	162.586000	2.150000	162.562000
2.150000	162.562000	3.121000	162.708000
3.904000	162.451000	6.803000	162.245000
4.423000	168.014000	4.443000	169.065000
3.121000	162.708000	3.906000	162.452000
5.241000	171.626000	4.596000	171.812000
8.145000	161.912000	9.285000	162.086000
6.794000	162.240000	7.446000	162.017000
7.446000	162.017000	8.145000	161.912000
11.984000	167.399000	9.812000	168.024000
9.204000	168.250000	8.796000	168.428000
10.125000	162.077000	11.356000	161.785000
